,Text,Reference,Label,# of Characters,# of Words,# of Verbs,# of Noun,# of Sentence,Average # of Words per Sentence,Average # of Characters per Words,# of Question Marks,% of Subjective Verbs,% of Passive Voice,% of Positive Words,% of Negative Words,# of Unique Wrods/Terms,# of Misspelled Words,# of Causation Terms,% of generalizing terms,% of # and quantifiers,1st person pronouns,2nd and 3rd person pronouns,Exclusive term,# of exclamation marks,Lexical,Singular pronouns(1st person),Group ref pronouns(1st person),2nd 3rd pronouns,# of Characters- sub,# of Words- sub,# of Verbs- sub,# of Noun- sub,# of Sentence- sub,Average # of Words per Sentence- sub,Average # of Characters per Words- sub,# of Question Marks- sub,% of Subjective Verbs- sub,% of Passive Voice- sub,% of Positive Words- sub,% of Negative Words- sub,# of Unique Wrods/Terms- sub,# of Misspelled Words- sub,# of Causation Terms- sub,% of generalizing terms- sub,% of # and quantifiers- sub,1st person pronouns- sub,2nd and 3rd person pronouns- sub,Exclusive term- sub,# of exclamation marks- sub,Lexical- sub,Singular pronouns(1st person)- sub,Group ref pronouns(1st person)- sub,2nd 3rd pronouns- sub,# of Characters- avg sub,# of Words- avg sub,# of Verbs- avg sub,# of Noun- avg sub,# of Sentence- avg sub,Average # of Words per Sentence- avg sub,Average # of Characters per Words- avg sub,# of Question Marks- avg sub,% of Subjective Verbs- avg sub,% of Passive Voice- avg sub,% of Positive Words- avg sub,% of Negative Words- avg sub,# of Unique Wrods/Terms- avg sub,# of Misspelled Words- avg sub,# of Causation Terms- avg sub,% of generalizing terms- avg sub,% of # and quantifiers- avg sub,1st person pronouns- avg sub,2nd and 3rd person pronouns- avg sub,Exclusive term- avg sub,# of exclamation marks- avg sub,Lexical- avg sub,Singular pronouns(1st person)- avg sub,Group ref pronouns(1st person)- avg sub,2nd 3rd pronouns- avg sub
54,"Mike Bloomberg came under attack, Elizabeth Warren bounced back, and Bernie Sanders stayed consistent.","In any political campaign, candidates need to know what they stand for, and who -- or what --they're up against. At this stage in the game for Bloomberg, that enemy is not Trump. It's Sen. Bernie Sanders and the election calendar, writes Joe Lockhart.",1.0,89.0,14.0,3.0,8.0,2.0,14.0,6.357142857142857,0.0,0.0,0.0,7.142857142857142,7.142857142857142,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,-119.0,-30.0,-4.0,-6.0,-3.0,3.0,1.63,0.0,-14.29,0.0,7.14,4.87,-24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.0,0.0,0.0,0.0,-26.18,-4.06,1.46,-5.06,0.23,-2.34,-0.06,-0.04,0.8,0.0,0.37,-0.78,-3.45,-0.78,0.01,0.04,0.14,-0.01,0.38,-0.03,0.0,-3.45,0.0,-0.01,0.38
55,"""It's the candidate who's got to go out onstage. It's the candidate who has to make the final decision and stand by the fallout. And that makes it really tough,"" Warren told NBC News.","Tom Steyer was the strongest debater of the night with smart technique and sharp arguments. Biden, who spent more time complaining that he was cut off by moderators than articulating his policies, sank to the bottom of the pack.",1.0,150.0,34.0,9.0,9.0,4.0,11.333333333333334,4.411764705882353,0.0,0.0,0.0,2.941176470588235,2.941176470588235,26.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,0.0,0.0,1.0,-40.0,-5.0,3.0,-4.0,1.0,-8.17,-0.46,0.0,-33.33,0.0,-4.75,0.38,-5.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-5.0,0.0,0.0,-1.0,-26.24,-3.99,1.51,-5.08,0.25,-2.5,-0.07,-0.04,0.64,0.0,0.38,-0.75,-3.43,-0.79,0.01,0.03,0.14,-0.01,0.38,-0.03,0.0,-3.43,0.0,-0.01,0.38
56,"For many Americans, the cost of regularly taking and filling their medications is too much. So much so, 44% of respondents in a new online poll say that within the last year, they did not purchase at least one medically necessary prescription because of cost.","Pete Buttigieg is ramping up his Super Tuesday operation, aides tell CNN, committing to add more than five dozen staffers to the delegate-rich states that will vote in early March.",1.0,215.0,45.0,5.0,11.0,3.0,22.5,4.777777777777778,0.0,20.0,0.0,0.0,0.0,40.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,0.0,1.0,64.0,15.0,-2.0,0.0,1.0,-7.5,-0.26,0.0,5.71,0.0,0.0,0.0,12.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,-25.15,-3.73,1.5,-5.06,0.26,-2.45,-0.08,-0.04,0.83,0.0,0.34,-0.78,-3.17,-0.79,0.03,0.05,0.16,-0.01,0.38,-0.03,0.0,-3.17,0.0,-0.01,0.38
57,"As Democrats try to gain House seats in Texas, developments in the 2020 Democratic primary and Bernie Sanders' success could affect them.","As customers drifted in and out of Harun Coffee in the historically black neighborhood of Leimert Park in Los Angeles last week, John Rader, a 47-year-old chef, considered his choices in California's primary this Super Tuesday, wondering aloud whether he shou…",1.0,116.0,22.0,4.0,9.0,2.0,22.0,5.2727272727272725,0.0,0.0,0.0,9.090909090909092,0.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,-104.0,-19.0,0.0,-8.0,1.0,-19.0,-0.09,0.0,0.0,0.0,9.09,0.0,-15.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,-15.0,0.0,0.0,-2.0,-25.8,-3.87,1.46,-5.08,0.25,-2.41,-0.08,-0.04,0.68,0.0,0.46,-0.8,-3.27,-0.79,0.03,0.04,0.17,-0.01,0.36,-0.03,0.0,-3.27,0.0,-0.01,0.36
58,A growing share of older Americans in the workforce means more 65-year-olds have options for health insurance beyond Medicare.,"The Working Families Party endorsed Sen. Bernie Sanders on Monday, less than a week after its first choice, Sen. Elizabeth Warren, dropped out the Democratic presidential race.",1.0,108.0,19.0,3.0,8.0,2.0,19.0,5.684210526315789,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,-42.0,-8.0,1.0,-5.0,-2.0,10.0,0.13,0.0,0.0,0.0,-3.7,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-6.0,0.0,0.0,-1.0,-26.57,-4.06,1.41,-5.12,0.23,-2.43,-0.07,-0.04,0.53,0.0,0.42,-0.82,-3.38,-0.79,0.02,0.04,0.16,-0.01,0.34,-0.03,0.0,-3.38,0.0,-0.01,0.34
59,"As the Democrats took aim at the ascending candidate Mike Bloomberg, former South Bend Mayor Pete Buttigieg saved a bit of debate fire for front-runner Sen. Bernie Sanders.","It's the 100th anniversary of women getting the right to vote, which means conditions were perfect, in a sense of moral justice, to send a woman to the White House this year.",1.0,145.0,28.0,3.0,16.0,3.0,14.0,5.178571428571429,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,2.0,-4.0,-3.0,6.0,1.0,-18.0,0.71,0.0,-16.67,0.0,-6.25,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,-26.7,-4.09,1.36,-5.02,0.24,-2.52,-0.07,-0.04,0.38,0.0,0.38,-0.84,-3.36,-0.79,0.02,0.04,0.16,-0.01,0.33,-0.03,0.0,-3.36,0.0,-0.01,0.33
60,Sen. Michael Bennet dropped out of the 2020 Democratic presidential race as results started rolling in from the New Hampshire primary Tuesday.,"Scott Braddock writes ahead of Super Tuesday on what to expect in Texas. While opposition to some Republican policies in the state may be driving Democrats to vote for Sanders, ""those same voters may be sorely disappointed come November when Republicans show …",1.0,121.0,22.0,3.0,9.0,3.0,11.0,5.5,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,-97.0,-21.0,-8.0,-4.0,1.0,-10.5,0.43,0.0,-18.18,0.0,0.0,-6.98,-14.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-14.0,0.0,0.0,0.0,-27.21,-4.22,1.32,-5.04,0.25,-2.67,-0.06,-0.04,0.24,0.0,0.35,-0.87,-3.45,-0.79,0.02,0.03,0.17,-0.01,0.31,-0.03,0.0,-3.45,0.0,-0.01,0.31
61,"Apple and Johnson & Johnson announced a new ""Heartline"" study to research atrial fibrillation and to find out if the Apple Watch can be used to detect signs of stroke early.","The tables can turn so quickly in politics. A party that last week was literally freaking out about Sen. Bernie Sanders potentially locking up the nomination on Super Tuesday has this week coalesced around former Vice President Joe Biden, with voters across t…",1.0,143.0,31.0,6.0,11.0,2.0,31.0,4.612903225806452,0.0,16.666666666666664,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,-75.0,-12.0,-1.0,-7.0,-1.0,16.67,-0.46,0.0,2.38,0.0,0.0,-2.33,-19.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.0,0.0,0.0,0.0,-27.36,-4.2,1.32,-5.03,0.23,-2.48,-0.07,-0.04,0.37,0.0,0.31,-0.89,-3.5,-0.79,0.02,0.03,0.16,-0.01,0.29,-0.03,0.0,-3.5,0.0,-0.01,0.29
62,"Bernard Madoff should not be released early from prison even if kidney disease kills him within months, prosecutors said Wednesday as they cited the scope and magnitude of his decades-long Ponzi scheme that cost thousands of investors billions of dollars.","We regularly fact check President Donald Trump's rally speeches from start to finish. When Democratic presidential candidate Bernie Sanders cemented himself as the front-runner for the party nomination with his victory in Saturday's Nevada caucuses, we decide…",1.0,216.0,40.0,7.0,16.0,2.0,40.0,5.4,0.0,14.285714285714285,0.0,0.0,5.0,37.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,37.0,0.0,0.0,2.0,-8.0,3.0,2.0,-1.0,0.0,21.5,-0.65,0.0,14.29,0.0,-2.7,5.0,2.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,2.0,0.0,-1.0,1.0,-26.34,-4.04,1.34,-4.94,0.22,-2.16,-0.07,-0.04,0.46,0.0,0.28,-0.83,-3.31,-0.79,0.02,0.03,0.15,-0.01,0.31,-0.03,0.0,-3.31,0.0,-0.01,0.31
63,"Trump's proposed fiscal 2021 budget released Monday includes a one-time, $1 billion investment to build out a bigger supply of child care options, including those sponsored by employers. But one expert says that's a ""drop in the bucket"" when it comes to solvi…","From the start, Buttigieg's sexual orientation and faith set him apart from the standard Democratic presidential hopeful -- and especially his ability to square the two seemingly contradictory aspects of his identity.",1.0,218.0,43.0,9.0,12.0,2.0,21.5,5.069767441860465,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,38.0,0.0,0.0,1.0,32.0,11.0,8.0,2.0,0.0,-10.5,-0.74,0.0,0.0,0.0,-6.25,-3.12,13.0,0.0,0.0,0.0,3.0,0.0,-2.0,0.0,0.0,13.0,0.0,0.0,-2.0,-25.32,-3.84,1.39,-4.91,0.21,-2.14,-0.07,-0.04,0.33,0.0,0.24,-0.85,-3.12,-0.79,0.02,0.03,0.21,-0.01,0.31,-0.03,0.0,-3.12,0.0,-0.01,0.31
64,"NRC Health confirmed in a statement to CNBC that it shut down its ""entire environment,"" including client-facing reporting portals, to contain a cyberattack that raised concerns about private patient records.","Trump just granted clemency to 11 people. Here's a look at each. CNN Trump commutes Blagojevich's sentence and grants clemency to 10 others CNN Trump Grants Clemency to Blagojevich, Milken and Kerik The New York Times Column: Blagojevich commutation shows Tru…",1.0,178.0,30.0,5.0,11.0,2.0,30.0,5.933333333333334,0.0,0.0,0.0,3.3333333333333335,3.3333333333333335,24.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,24.0,0.0,0.0,2.0,-42.0,-11.0,1.0,-14.0,-1.0,16.33,0.57,0.0,0.0,0.0,3.33,3.33,-5.0,0.0,0.0,0.0,-2.0,0.0,2.0,0.0,0.0,-5.0,0.0,0.0,2.0,-24.95,-3.84,1.38,-4.9,0.2,-1.99,-0.06,-0.04,0.2,0.0,0.26,-0.82,-3.14,-0.79,0.02,0.02,0.2,-0.01,0.32,-0.03,0.0,-3.14,0.0,-0.01,0.32
65,"Bernie Sanders is getting more cash than any other candidate from tech employees, but Bernie anxiety has led many in the industry to support Mike Bloomberg.","Elizabeth Warren is dropping out of the presidential race, a source familiar with her plans tells CNN, following another round of disappointing finishes in primary contests across the country on Super Tuesday.",1.0,131.0,26.0,5.0,11.0,2.0,26.0,5.038461538461538,0.0,20.0,0.0,7.6923076923076925,3.8461538461538463,24.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,-47.0,-6.0,1.0,-1.0,0.0,-6.0,-0.52,0.0,-5.0,0.0,7.69,0.72,-4.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,-4.0,0.0,0.0,-2.0,-25.3,-3.91,1.36,-4.89,0.19,-1.9,-0.06,-0.04,0.37,0.0,0.35,-0.78,-3.16,-0.79,0.02,0.03,0.19,-0.01,0.31,-0.03,0.0,-3.16,0.0,-0.01,0.31
0,"Rep. Alexandria Ocasio-Cortez said Thursday that if Bernie Sanders was elected president, he still might not be able to get Medicare for All, his signature health plan, passed in Congress.","During a CNN town hall in South Carolina, Democratic presidential candidate Sen. Bernie Sanders (I-VT) describes how he will fund his ""Medicare for All"" plan.",0.0,159.0,30.0,7.0,13.0,3.0,15.0,5.3,0.0,28.57142857142857,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,30.0,0.0,0.0,2.0,25.0,5.0,4.0,0.0,0.0,2.5,-0.06,0.0,28.57,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,-20.15,-4.06,2.52,-2.21,0.58,-7.25,0.04,-0.06,20.38,0.0,-1.84,-2.15,1.35,-0.83,-0.05,-0.15,-0.3,-0.03,1.3,-0.03,0.0,1.35,-0.02,-0.02,1.3
1,President Trump is offering a $4.8 trillion election-year budget plan that recycles previously rejected cuts to domestic programs to promise a balanced budget in 15 years — all while boosting the military and leaving Social Security and Medicare benefits unto…,"John Oliver sang the praises of Medicare for All while poking fun at its political opponents, including Pete Buttigieg, on ""HBO's ""Last Week Tonight.""",0.0,221.0,40.0,8.0,12.0,2.0,20.5,5.525,0.0,12.5,0.0,7.5,2.5,32.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,94.0,16.0,5.0,1.0,0.0,8.0,0.23,0.0,12.5,0.0,3.33,2.5,8.0,0.0,0.0,1.0,3.0,0.0,-1.0,0.0,0.0,8.0,0.0,0.0,-1.0,10.85,0.94,3.02,-2.71,0.08,-4.5,0.15,-0.06,12.34,0.0,1.91,-0.9,2.35,-0.83,-0.05,0.35,1.2,-0.03,0.3,-0.03,0.0,2.35,-0.02,-0.02,0.3
2,"(Bloomberg) -- Bernie Sanders outlined the estimated costs of his ambitious proposals and where he intends to get the money to fund them, under pressure from...","Welcome to CNN's fact check coverage of the tenth Democratic presidential debate from Charleston, South Carolina, ahead of the state's primary on Saturday.",0.0,135.0,26.0,4.0,7.0,2.0,26.0,5.1923076923076925,0.0,0.0,0.0,3.8461538461538463,0.0,22.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,22.0,0.0,0.0,2.0,2.0,3.0,3.0,-4.0,0.0,3.0,-0.59,0.0,0.0,0.0,3.85,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,-7.48,-2.06,1.85,-4.55,-0.09,-1.75,0.08,-0.06,5.49,0.0,1.94,-1.32,-0.65,-0.83,-0.05,0.18,0.7,-0.03,0.64,-0.03,0.0,-0.65,-0.02,-0.02,0.64
3,"Fresh off his disastrous fifth-place finish in the New Hampshire primary, former Vice President Joe Biden took aim Sunday at the current frontrunner in the Democratic presidential primary, saying Sen. Bernie Sanders (I-VT) has “never gotten anything done” on …","Bernie Sanders left Las Vegas on Saturday morning in a light drizzle. By the time he arrived in San Antonio hours later, his path to the Democratic nomination seemed as big and clear as the Texas sky.",0.0,221.0,40.0,6.0,20.0,2.0,20.0,5.525,0.0,0.0,0.0,0.0,2.5,33.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33.0,0.0,0.0,1.0,57.0,3.0,3.0,5.0,-1.0,1.5,1.09,0.0,0.0,0.0,-2.7,2.5,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,3.0,0.0,0.0,-1.0,4.85,-0.06,1.77,-2.21,-0.17,-1.88,0.12,-0.06,2.07,0.0,0.99,-0.9,0.6,-0.83,-0.05,0.1,0.45,-0.03,0.55,-0.03,0.0,0.6,-0.02,-0.02,0.55
4,"“Oh, we’ll be cutting.” Those four words—spoken in response to a question about entitlements during a Fox News town hall on Thursday—are likely to haunt President Donald Trump for the rest of his re-election campaign. But don’t worry, Kellyanne Conway said Fr…","Republican Sen. John Cornyn Wednesday blasted the socialist vision of Democratic presidential candidate Bernie Sanders and said it's critical Republicans keep control of the Senate to be a ""firewall"" against the Vermont senator's policies in case he's elected.",0.0,219.0,42.0,4.0,24.0,3.0,14.333333333333334,5.214285714285714,0.0,25.0,0.0,0.0,4.761904761904762,38.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,38.0,0.0,0.0,1.0,-4.0,4.0,-3.0,8.0,0.0,-4.67,-0.65,0.0,10.71,0.0,0.0,-0.5,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,11.85,1.54,1.32,-0.01,-0.02,-3.08,0.09,-0.06,5.02,0.0,0.43,-0.2,2.35,-0.83,-0.05,0.05,0.5,-0.03,0.5,-0.03,0.0,2.35,-0.02,-0.02,0.5
5,"President Donald Trump said he intends to cut entitlement programs during a town hall forum in Pennsylvania on Thursday night. When Fox News host Martha MacCallum suggested that if “you don’t cut something in entitlements, you will never really deal with the …","""At last,"" say Democrats who decry the outsized influence that Iowa and New Hampshire have in picking their party's presidential nominee. It's finally time for a Democratic nominating contest -- the Nevada caucuses -- where voters reflect the party's overall …",0.0,218.0,43.0,7.0,21.0,2.0,21.5,5.069767441860465,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,39.0,0.0,0.0,2.0,-2.0,2.0,1.0,6.0,0.0,1.0,-0.3,0.0,0.0,0.0,0.0,-2.44,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,16.35,2.77,1.52,0.95,-0.09,-2.7,0.04,-0.06,2.82,0.0,0.05,-0.53,3.68,-0.83,-0.05,0.18,0.36,-0.03,0.64,-0.03,0.0,3.68,-0.02,-0.02,0.64
6,Actress and activist Susan Sarandon has hit back at Democratic presidential hopeful Pete Buttigieg for claiming that front-runner Bernie Sanders could jeapordise down-ballot candidates in November - and backed the ouster of Nancy Pelosi.He wrote on Twitter: “…,"The Nevada caucus is wide open, with Bernie Sanders best positioned to take advantage of a fragmented field and the deep passion of his base. This is setting off rounds of hand-wringing as establishment types in the state and nationally (again) misjudge the m…",0.0,223.0,38.0,7.0,16.0,2.0,19.5,5.868421052631579,0.0,0.0,0.0,2.631578947368421,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,6.0,-6.0,1.0,2.0,0.0,-2.5,0.94,0.0,-33.33,0.0,-4.19,-4.55,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,-1.0,20.28,2.94,1.66,0.93,-0.14,-2.7,0.12,-0.06,1.24,0.0,0.15,-0.76,4.21,-0.83,-0.05,0.13,0.27,-0.03,0.45,-0.03,0.0,4.21,-0.02,-0.02,0.45
7,"Democrats vying for the right to challenge U.S. President Donald Trump turned their focus on Wednesday to Nevada and South Carolina after Bernie Sanders solidified his front-runner status by narrowly beating Pete Buttigieg in New Hampshire. While Sanders, a p…",• 5 takeaways from the New Hampshire Democratic primary • Analysis: Chris Cillizza's winners and losers • Trump wins GOP primary • Analysis: Joe Biden's path to the nomination has zero historic precedent,0.0,221.0,40.0,5.0,21.0,4.0,10.25,5.525,0.0,0.0,0.0,2.5,0.0,38.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,38.0,0.0,0.0,2.0,50.0,7.0,3.0,3.0,3.0,-22.75,0.34,0.0,0.0,0.0,-3.56,-3.03,15.0,0.0,0.0,0.0,-2.0,0.0,2.0,0.0,0.0,15.0,0.0,0.0,2.0,22.97,3.31,1.52,1.54,0.08,-3.87,0.14,-0.06,0.06,0.0,0.22,-0.93,4.85,-0.83,-0.05,0.1,0.2,-0.03,0.55,-0.03,0.0,4.85,-0.02,-0.02,0.55
8,"Sen. Elizabeth Warren (D-Mass.) skipped the pleasantries during Wednesday night's Democratic debate in Nevada.Just three minutes into the debate, after former New York Mayor Mike Bloomberg said Sen. Bernie Sanders (I-Vt.) has no chance of beating President Tr…","Would you have to pay for a coronavirus test? It depends. CNN Bernie Sanders' Medicare for All Would Likely Increase Wages, Create Jobs Newsweek N.J. coronavirus update: Legislation would ensure Medicaid and insurance coverage NJ.com As coronavirus spreads, M…",0.0,223.0,38.0,4.0,23.0,6.0,6.833333333333333,5.868421052631579,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,1.0,-1.0,-2.0,-2.0,1.0,0.0,0.18,-1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,-1.0,25.29,3.38,1.29,2.23,0.46,-5.15,0.19,-0.06,-0.86,0.0,-0.01,-1.07,4.9,-0.83,-0.05,0.07,0.25,-0.03,0.41,-0.03,0.0,4.9,-0.02,-0.02,0.41
9,"Democratic presidential candidates are joining union members picketing outside a Las Vegas casino. Elizabeth Warren arrived first Wednesday at the Palms Casino Resort off the Strip. Wearing red like the picketing workers of the powerful Culinary Union, Warren…","Bernie Sanders, el claro favorito para ganar la nominación presidencial demócrata, le preguntaron el fin de semana cuánto costarían sus diversos planes si se aplicaran. No sabía.",0.0,223.0,38.0,6.0,17.0,3.0,12.666666666666666,5.868421052631579,0.0,16.666666666666664,0.0,5.263157894736842,5.263157894736842,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,71.0,11.0,4.0,-1.0,0.0,-0.83,0.24,0.0,16.67,0.0,5.26,5.26,7.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,27.15,3.44,1.32,2.19,0.48,-5.59,0.23,-0.06,0.08,0.0,0.33,-0.65,4.75,-0.83,-0.05,0.05,0.2,-0.03,0.3,-0.03,0.0,4.75,-0.02,-0.02,0.3
10,"(Bloomberg) -- Managed care is leading gains in the health-care sector after Bernie Sanders won the New Hampshire primary for the Democratic nomination for president.It may seem counter-intuitive, but investors have been shaking off worries about the self-avo…","El estudio está diseñado para detectar fibrilación auricular o AFib, un ritmo cardíaco irregular que es una de las principales causas de accidente cerebrovascular.",0.0,223.0,38.0,8.0,16.0,2.0,19.5,5.868421052631579,0.0,25.0,0.0,7.894736842105263,2.631578947368421,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,83.0,14.0,7.0,1.0,0.0,-4.5,0.04,0.0,25.0,0.0,7.89,-1.54,10.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,28.67,3.48,1.52,2.06,0.39,-5.33,0.27,-0.06,1.6,0.0,0.85,-0.55,4.62,-0.83,-0.05,0.03,0.15,-0.03,0.21,-0.03,0.0,4.62,-0.02,-0.02,0.21
11,"As the 2020 election nears, candidates and constituents are grappling with socialism and its role in American governance.","Nevada será la primera prueba real de si el senador de Vermont Bernie Sanders ha podido expandir su atractivo entre los latinos, donde su campaña ha estado trabajando desde hace más ocho meses con capacitaciones y anuncios en español.",0.0,104.0,18.0,2.0,7.0,2.0,18.0,5.777777777777778,0.0,50.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,16.0,0.0,0.0,1.0,-92.0,-21.0,-1.0,-14.0,0.0,-21.0,0.75,0.0,50.0,0.0,0.0,0.0,-17.0,-10.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-17.0,0.0,0.0,1.0,20.02,1.86,1.18,1.2,0.33,-5.24,0.29,-0.06,4.95,0.0,0.63,-0.68,3.18,-0.83,-0.05,0.02,0.2,-0.03,0.22,-0.03,0.0,3.18,-0.02,-0.02,0.22
12,"A win for Bernie Sanders in Massachusetts would not just bring in delegates, but deal a huge blow to Elizabeth WarrenBernie Sanders is campaigning to beat fellow progressive senator Elizabeth Warren in her home state of Massachusetts on Super Tuesday, which w…","Joe Biden y Bernie Sanders presentarán sus respectivas plataformas antes de las elecciones primarias del martes en Idaho, Michigan, Mississippi, Missouri, Dakota del Norte y Washington. Aquí hay un vistazo a sus propuestas sobre temas clave.",0.0,219.0,42.0,7.0,17.0,1.0,42.0,5.214285714285714,0.0,14.285714285714285,0.0,4.761904761904762,2.380952380952381,31.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,31.0,0.0,0.0,2.0,13.0,6.0,4.0,-8.0,-2.0,24.0,-0.51,0.0,14.29,0.0,4.76,2.38,1.0,-3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,21.54,2.32,1.28,1.25,0.19,-3.32,0.26,-0.06,5.04,0.0,0.8,-0.61,3.12,-0.83,-0.05,0.0,0.16,-0.03,0.3,-0.03,0.0,3.12,-0.02,-0.02,0.3
13,"If you're a fervent Bernie Sanders supporter who thinks America is finally ready for a political and economic revolution, take a breath and consider: Why isn't Bernie's steady rise totally freaking out Wall Street? Does Big Money know something you don't?Thin…","¿Cuál es la verdadera razón de los intentos regulares de Trump de llamar la atención sobre las supuestas conspiraciones que se llevan a cabo para lastimar a Sanders? Probablemente sea puro cálculo político, principalmente porque eso es en lo que Trump siempre…",0.0,220.0,41.0,9.0,15.0,1.0,14.0,5.365853658536586,2.0,11.11111111111111,0.0,9.75609756097561,2.4390243902439024,36.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36.0,0.0,0.0,1.0,1.0,-1.0,6.0,-8.0,0.0,-7.0,0.15,1.0,11.11,0.0,9.76,2.44,7.0,-9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,22.92,2.65,1.52,1.15,0.08,-3.67,0.25,0.08,4.88,0.0,1.31,-0.55,3.42,-0.83,-0.05,-0.01,0.13,-0.03,0.3,-0.03,0.0,3.42,-0.02,-0.02,0.3
