,Text,Reference,Label,# of Characters,# of Words,# of Verbs,# of Noun,# of Sentence,Average # of Words per Sentence,Average # of Characters per Words,# of Question Marks,% of Subjective Verbs,% of Passive Voice,% of Positive Words,% of Negative Words,# of Unique Wrods/Terms,# of Misspelled Words,# of Causation Terms,% of generalizing terms,% of # and quantifiers,1st person pronouns,2nd and 3rd person pronouns,Exclusive term,# of exclamation marks,Lexical,Singular pronouns(1st person),Group ref pronouns(1st person),2nd 3rd pronouns,# of Characters- sub,# of Words- sub,# of Verbs- sub,# of Noun- sub,# of Sentence- sub,Average # of Words per Sentence- sub,Average # of Characters per Words- sub,# of Question Marks- sub,% of Subjective Verbs- sub,% of Passive Voice- sub,% of Positive Words- sub,% of Negative Words- sub,# of Unique Wrods/Terms- sub,# of Misspelled Words- sub,# of Causation Terms- sub,% of generalizing terms- sub,% of # and quantifiers- sub,1st person pronouns- sub,2nd and 3rd person pronouns- sub,Exclusive term- sub,# of exclamation marks- sub,Lexical- sub,Singular pronouns(1st person)- sub,Group ref pronouns(1st person)- sub,2nd 3rd pronouns- sub,# of Characters- avg sub,# of Words- avg sub,# of Verbs- avg sub,# of Noun- avg sub,# of Sentence- avg sub,Average # of Words per Sentence- avg sub,Average # of Characters per Words- avg sub,# of Question Marks- avg sub,% of Subjective Verbs- avg sub,% of Passive Voice- avg sub,% of Positive Words- avg sub,% of Negative Words- avg sub,# of Unique Wrods/Terms- avg sub,# of Misspelled Words- avg sub,# of Causation Terms- avg sub,% of generalizing terms- avg sub,% of # and quantifiers- avg sub,1st person pronouns- avg sub,2nd and 3rd person pronouns- avg sub,Exclusive term- avg sub,# of exclamation marks- avg sub,Lexical- avg sub,Singular pronouns(1st person)- avg sub,Group ref pronouns(1st person)- avg sub,2nd 3rd pronouns- avg sub
9,"The World Health Organization fears Africa's ""fragile healthcare systems"" may not be able to cope with a serious outbreak of COVID-19.","Although physicians still have no vaccine or cure for the novel coronavirus, health officials and pharmaceutical companies around the world are working hard to develop them.",0.0,114.0,21.0,4.0,8.0,2.0,21.0,5.428571428571429,0.0,25.0,0.0,0.0,14.285714285714285,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,-34.0,-5.0,0.0,0.0,0.0,-5.0,-0.26,0.0,0.0,0.0,-3.85,10.44,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,6.14,0.28,-0.3,0.3,0.0,-4.91,0.12,0.08,2.2,0.0,-1.37,1.71,-0.31,-0.02,-0.04,0.16,0.22,-0.13,0.2,-0.02,0.0,-0.31,-0.02,-0.13,0.2
10,CDC head of immunization says she expects the virus to spread in the US between communities – ‘It’s not a question of if but when’The US Center for Disease Control and Prevention (CDC) has warned that the coronavirus outbreak could cause “severe disruption” t…,"A majority of Americans say they are at least somewhat confident the federal government can prevent a nationwide epidemic of novel coronavirus, according to a new CNN poll conducted by SSRS, but only about half say the government has done a good job of contai…",0.0,217.0,44.0,10.0,21.0,1.0,44.0,4.931818181818182,0.0,0.0,0.0,0.0,11.363636363636363,37.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,37.0,0.0,0.0,1.0,1.0,-1.0,1.0,9.0,0.0,-1.0,0.13,0.0,-11.11,0.0,-4.44,9.14,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,9.63,1.23,0.09,1.13,-0.09,-2.94,0.08,0.07,0.71,0.0,-1.43,2.24,0.62,-0.02,0.05,0.14,0.17,-0.13,0.24,-0.02,0.0,0.62,-0.02,-0.13,0.24
11,"WEST PALM BEACH, Fla./WASHINGTON (Reuters) - President Donald Trump loves numbers, and the ones he believes illustrate his accomplishments - an unemployment rate at a 50-year-low and stock markets at record highs - have become touchstones in his speeches, ral…","Vanessa Kerry writes that the story of Osmel Martinez Azcue, a man charged over $3,000 for taking responsible action and visiting a hospital to be screened for the novel coronavirus after he returned from China with flu-like symptoms, proves that if we are go…",0.0,221.0,40.0,5.0,20.0,2.0,20.5,5.525,0.0,0.0,0.0,5.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,31.0,0.0,0.0,3.0,4.0,-4.0,-4.0,7.0,1.0,-23.5,0.59,0.0,-22.22,0.0,2.73,-2.27,-5.0,0.0,0.0,0.0,-1.0,-1.0,2.0,0.0,0.0,-5.0,0.0,-1.0,2.0,12.86,1.69,0.0,1.73,-0.08,-3.26,0.1,0.06,-0.53,0.0,-1.06,1.73,0.89,-0.02,0.04,0.12,0.12,-0.13,0.43,-0.02,0.0,0.89,-0.02,-0.13,0.43
12,"If the coronavirus breaks out in the US, President Donald Trump's cuts to public health and his downplaying of the virus' severity could haunt him.",The Trump administration's efforts and ambitions to reduce the size of government could hamper agencies integral to responding to the coronavirus.,0.0,123.0,25.0,3.0,10.0,2.0,25.0,4.92,0.0,0.0,0.0,0.0,16.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,0.0,0.0,1.0,-3.0,4.0,-1.0,2.0,0.0,4.0,-1.08,0.0,0.0,0.0,-4.76,11.24,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,8.06,0.93,-0.23,1.48,-0.08,-3.18,0.07,0.05,-1.58,0.0,-1.14,2.53,0.43,-0.02,0.03,0.11,0.08,-0.13,0.45,-0.02,0.0,0.43,-0.02,-0.13,0.45
13,There are reasons to be particularly concerned about the possibility of an outbreak in North Korea,"The White House is in the midst of a sharp dispute with Senate Democrats over the amount of money needed to address the threat of the novel coronavirus, even as federal health officials warn that it's no longer a matter of ""if"" but ""when"" the US will have to …",0.0,83.0,16.0,3.0,5.0,1.0,16.0,5.1875,0.0,66.66666666666666,0.0,0.0,12.5,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,-128.0,-34.0,-5.0,-9.0,0.0,-34.0,0.97,0.0,54.17,0.0,-2.0,8.5,-21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.0,0.0,0.0,0.0,1.09,-0.37,-0.43,0.9,-0.14,-3.76,0.06,0.05,2.28,0.0,-1.2,2.97,-0.4,-0.02,0.03,0.1,0.05,-0.13,0.39,-0.02,0.0,-0.4,-0.02,-0.13,0.39
14,"The head of the World Health Organization has warned that confirmed cases of coronavirus being transmitted by people who have never travelled to China could be the ""tip of the iceberg"". Tedros Adhanom Ghebreyesus' remarks come as members of a WHO-led ""interna…","The last Ebola patient being treated in the Democratic Republic of Congo went home from a treatment center on Tuesday, according to the World Health Organization, a significant step in the countdown to declaring an end to the world's second-deadliest outbreak…",0.0,219.0,42.0,9.0,16.0,2.0,21.0,5.214285714285714,0.0,11.11111111111111,0.0,0.0,2.380952380952381,35.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,-1.0,1.0,4.0,0.0,1.0,-20.0,-0.15,0.0,11.11,0.0,-4.88,2.38,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.11,0.24,-0.2,1.13,-0.13,-3.92,0.06,0.04,1.93,0.0,-1.26,2.67,0.16,-0.02,0.02,0.16,0.02,-0.13,0.33,-0.02,0.0,0.16,-0.02,-0.13,0.33
15,"A university student has been given a top role in the White House, according to three administration officials with knowledge of the matter.James Bacon, a 23-year-old student at George Washington University, will reportedly become the director of operations f…","As China and the world try to stop the spread of the novel coronavirus, the fight against another deadly disease, Ebola, has reached an encouraging ""milestone,"" the World Health Organization said Friday.",0.0,222.0,39.0,7.0,16.0,2.0,20.0,5.6923076923076925,0.0,14.285714285714285,0.0,2.564102564102564,0.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,50.0,7.0,3.0,3.0,0.0,-12.0,0.32,0.0,14.29,0.0,-0.56,-3.12,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.94,0.59,-0.12,1.34,-0.12,-4.13,0.08,0.04,1.81,0.0,-1.14,2.27,0.33,-0.02,0.02,0.14,0.06,-0.13,0.29,-0.02,0.0,0.33,-0.02,-0.13,0.29
16,"The conspiracy theory focuses on the Wuhan National Biosafety Laboratory, a government lab near the meat market at the center of the outbreak.","Never interested in government details, President Donald Trump now wants to purge officials of dubious loyalty. Wall Street is reminding Americans a weakened executive branch carries risks.",0.0,120.0,23.0,1.0,12.0,2.0,23.0,5.217391304347826,0.0,0.0,0.0,0.0,8.695652173913043,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,-43.0,-4.0,-5.0,-1.0,-1.0,9.5,-0.82,0.0,-16.67,0.0,-3.7,1.29,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,3.44,-0.05,-0.41,1.28,-0.12,-4.14,0.08,0.04,0.87,0.0,-1.2,2.42,-0.17,-0.02,0.01,0.13,0.03,-0.13,0.25,-0.02,0.0,-0.17,-0.02,-0.13,0.25
17,"In an interview with Politico, public health legend Dr. Anthony Fauci said he doesn't think ""we are going to get out of this completely unscathed.&q...","Nebraska's state slogan ""Honestly, it's not for everyone,"" should have an asterisk, because everyone with even the trickiest disease seems welcome at Nebraska's largest medical facility.",0.0,127.0,25.0,6.0,8.0,4.0,8.666666666666666,5.08,0.0,16.666666666666664,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0,1.0,-34.0,-1.0,1.0,0.0,2.0,-17.33,-1.11,0.0,16.67,0.0,-3.85,0.0,1.0,0.0,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.72,-0.5,-0.39,1.01,0.0,-4.94,0.07,0.03,0.96,0.0,-1.24,2.07,-0.28,-0.02,0.01,0.12,0.01,-0.13,0.27,-0.02,0.0,-0.28,-0.02,-0.13,0.27
18,"Older people are the most likely to die from the coronavirus. But overworked, under-protected healthcare workers are at risk, too.",Here's what else you need to know to Get Up to Speed and Out the Door.,0.0,111.0,20.0,4.0,5.0,3.0,10.0,5.55,0.0,50.0,0.0,0.0,10.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,56.0,4.0,0.0,1.0,1.0,-6.0,2.11,0.0,50.0,0.0,0.0,10.0,3.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,0.0,3.0,0.0,0.0,-1.0,-2.56,-1.17,-0.47,0.61,0.05,-5.59,0.08,0.03,2.8,0.0,-1.28,2.28,-0.85,-0.02,0.01,0.17,-0.01,-0.13,0.23,-0.02,0.0,-0.85,-0.02,-0.13,0.23
19,"Democratic White House hopefuls are seizing on President Donald Trump’s delayed response to the coronavirus outbreak, calling it the latest evidence of his incompetence and warning that the crisis may only deepen as a result. Former Vice President Joe Biden, …","The White House has requested $1.25 billion in emergency funding to address the novel coronavirus, part of an effort to direct as much as $2.5 billion in total funds to bolster its response to the growing global crisis, according to a letter obtained by CNN.",0.0,220.0,41.0,7.0,21.0,2.0,20.5,5.365853658536586,0.0,14.285714285714285,0.0,0.0,12.195121951219512,36.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,36.0,0.0,0.0,2.0,6.0,-4.0,-1.0,9.0,-2.0,4.83,0.61,0.0,14.29,0.0,-2.22,7.75,4.0,0.0,0.0,0.0,-4.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,-0.06,-0.72,-0.4,1.05,0.05,-5.65,0.08,0.03,2.66,0.0,-1.32,2.59,-0.36,-0.02,0.01,0.16,-0.03,-0.13,0.3,-0.02,0.0,-0.36,-0.02,-0.13,0.3
20,"President Trump was getting inaugurated later that week, so he was understandably absent when Bill Gates issued a prescient warning at the 2017 World Economic Summit in Davos, Switzerland.“Ebola and Zika showed that the world is tragically unprepared to detec…",Dr. Colleen Kraft of Emory University writes that washing hands and protecting medical workers are our best chance to keep the coronavirus epidemic from spreading further.,0.0,221.0,40.0,8.0,15.0,2.0,20.5,5.525,0.0,37.5,0.0,0.0,7.5,34.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,34.0,0.0,0.0,1.0,75.0,14.0,1.0,6.0,-1.0,7.5,-0.09,0.0,23.21,0.0,-3.85,3.65,8.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,0.0,-1.0,1.0,2.25,-0.37,-0.29,1.16,0.05,-5.7,0.09,0.03,3.65,0.0,-1.35,2.64,-0.02,-0.02,0.05,0.15,0.0,-0.13,0.31,-0.02,0.0,-0.02,-0.02,-0.13,0.31
21,* President gives rambling address to reassure Americans * Trump says US ready to spend ‘whatever’s appropriate’ * US officials confirm new case in northern CaliforniaDonald Trump on Wednesday put Vice-President Mike Pence in charge of the US response to coro…,"Dr. Mark Rupp tells CNN patients are in the ""chicken soup stage.""",0.0,220.0,41.0,8.0,21.0,1.0,41.0,5.365853658536586,0.0,0.0,0.0,7.317073170731707,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,166.0,29.0,6.0,14.0,-2.0,36.67,0.87,0.0,-50.0,0.0,7.32,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,4.31,0.01,-0.18,1.54,0.0,-4.82,0.1,0.02,2.84,0.0,-1.05,2.34,0.03,-0.02,0.05,0.14,-0.01,-0.13,0.28,-0.02,0.0,0.03,-0.02,-0.13,0.28
22,"Democrats are freaking out that Sen. Bernie Sanders (I-Vt.), the tentative frontrunner for their party's presidential nomination, may not only lose to President Trump in November, but also reverse their midterm election gains in the suburbs. The latest bit of…","Since the Chinese city of Wuhan went into lockdown two weeks ago, university student Victor Vincent has watched as other international students on his campus have returned home.",0.0,221.0,40.0,5.0,15.0,4.0,10.25,5.525,0.0,20.0,0.0,2.5,7.5,34.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,34.0,0.0,0.0,2.0,71.0,12.0,0.0,4.0,2.0,-17.75,0.17,0.0,20.0,0.0,2.5,7.5,6.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,6.23,0.3,-0.22,1.62,0.09,-5.35,0.1,0.02,2.97,0.0,-0.99,2.4,0.32,-0.02,0.04,0.13,-0.03,-0.13,0.34,-0.02,0.0,0.32,-0.02,-0.13,0.34
23,The prevalence of coronavirus among Iran's political leadership appears to be a unique example of the virus' deep impact on the nation's authorities.,"Some students at a New York university are in hot water over allegations they held what the school is describing as a ""coronavirus-themed party.""",0.0,127.0,23.0,2.0,9.0,2.0,23.0,5.521739130434782,0.0,50.0,0.0,0.0,4.3478260869565215,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,5.0,-1.0,-2.0,1.0,0.0,10.5,0.44,0.0,0.0,0.0,-4.17,0.18,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,4.07,-0.14,-0.38,1.44,0.08,-5.3,0.11,0.02,4.33,0.0,-1.03,2.32,-0.03,-0.02,0.04,0.12,-0.04,-0.13,0.31,-0.02,0.0,-0.03,-0.02,-0.13,0.31
24,President Trump announced that he was putting Vice President Mike Pence in charge of the U.S. response to coronavirus.,"When the World Health Organization declared the outbreak of the novel coronavirus a public health emergency of international concern, it did so over fears that smaller or less-developed countries would struggle to contain the virus.",0.0,100.0,19.0,3.0,10.0,4.0,6.666666666666667,5.2631578947368425,0.0,33.33333333333333,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,1.0,-98.0,-16.0,-2.0,-1.0,2.0,-28.33,-0.39,0.0,33.33,0.0,0.0,-20.0,-12.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,0.0,0.0,0.0,1.0,-0.7,-0.48,1.32,0.16,-5.91,0.11,0.02,4.93,0.0,-1.07,2.07,-0.43,-0.02,0.04,0.12,-0.06,-0.13,0.32,-0.02,0.0,-0.43,-0.02,-0.13,0.32
25,"COVID-19 has been found in 30 countries, and as it continues to spread, experts told Business Insider many countries lack the capacity to contain it.","Former Vice President Joe Biden on Sunday slammed the Trump administration's handling of the novel coronavirus outbreak, saying he would handle it differently if he were president.",0.0,125.0,25.0,8.0,7.0,2.0,25.0,5.0,0.0,12.5,0.0,0.0,4.0,23.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,23.0,0.0,0.0,1.0,-29.0,-2.0,3.0,-4.0,0.0,-2.0,-0.7,0.0,-7.5,0.0,0.0,0.3,0.0,0.0,0.0,1.0,1.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,-2.0,-0.86,-0.99,-0.38,1.09,0.15,-5.77,0.1,0.02,4.67,0.0,-1.11,2.0,-0.57,-0.02,0.03,0.15,-0.03,-0.13,0.33,-0.02,0.0,-0.57,-0.02,-0.13,0.33
26,"To wit, Kinnos, which makes additives that cause disinfectants to turn blue long enough to ensure a surface has actually been covered, just closed on $6 million in funding, a major chunk of which came from Prolog Ventures,  though it was joined by Allston Ven…","Covid-19 will become a pandemic. We don't yet know how severe it will be, nor do we know if the virus will spread to all continents, but it's already spreading widely in China, South Korea, Italy, Iran and elsewhere -- and thousands of undetected and infectio…",0.0,215.0,45.0,10.0,12.0,1.0,45.0,4.777777777777778,0.0,20.0,0.0,2.2222222222222223,0.0,40.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,0.0,1.0,0.0,-1.0,-2.0,2.0,-1.0,22.0,0.1,0.0,20.0,0.0,2.22,-4.35,2.0,0.0,1.0,-1.0,2.0,-1.0,0.0,0.0,0.0,2.0,0.0,-1.0,0.0,0.74,-0.52,-0.22,1.07,0.11,-4.9,0.08,0.01,4.72,0.0,-1.06,1.78,-0.07,-0.02,0.07,0.14,0.03,-0.13,0.34,-0.02,0.0,-0.07,-0.02,-0.13,0.34
27,"In interviews across the major television networks on Sunday, U.S. officials all-but-admitted that efforts to contain the spread of the novel coronavirus, COVID-19, have failed and that the country now needs to move to mitigate the effects of the continuing s…","While the CDC has screened more than 30,000 passengers in the past month, not a single US coronavirus case has been caught by airport temperature checks, according to a CNN investigation.",0.0,220.0,41.0,8.0,13.0,3.0,14.0,5.365853658536586,0.0,0.0,0.0,0.0,2.4390243902439024,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,63.0,10.0,2.0,2.0,1.0,-17.0,0.3,0.0,-16.67,0.0,0.0,2.44,3.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.41,-0.22,-0.14,1.08,0.14,-5.2,0.08,0.01,4.04,0.0,-1.09,1.67,-0.04,-0.02,0.06,0.13,0.02,-0.13,0.31,-0.02,0.0,-0.04,-0.02,-0.13,0.31
28,"Quarantine could have long-lasting psychological impact... (Top headline, 14th story, link ) Related stories: TWITTER Tells All Employees To Work At Home... FAUCI PANDEMIC WARNING... Patient's chilling account of what disease feels like... WHO makes urgent pl…","Veterans Affairs Secretary Robert Wilkie confirmed during his testimony on Capitol Hill Wednesday that one veteran is being treated for the coronavirus at a VA facility in Palo Alto, California, and said the agency has a section of the campus set up to receiv…",0.0,224.0,37.0,6.0,20.0,5.0,7.4,6.054054054054054,0.0,0.0,0.0,5.405405405405405,2.7027027027027026,37.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,7.0,-7.0,-2.0,1.0,4.0,-36.6,1.12,0.0,-12.5,0.0,5.41,2.7,-2.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-2.0,0.0,0.0,-1.0,4.1,-0.08,-0.14,1.33,0.24,-5.7,0.1,0.01,3.41,0.0,-0.94,1.57,0.3,-0.02,0.06,0.13,0.04,-0.13,0.29,-0.02,0.0,0.3,-0.02,-0.13,0.29
29,"Ill Nebraska man being tested for coronavirus ABC News First Ebola, Now Coronavirus. Why an Omaha Hospital Gets the Toughest Cases. The New York Times Nebraska's specialized medical care has handled Ebola. Now it's taking on the novel coronavirus CNN Why trea…","President Donald Trump made 115 false claims over the last two weeks of February, during which he faced a growing crisis over the coronavirus pandemic, visited India, held four campaign rallies and addressed the Conservative Political Action Conference.",0.0,219.0,42.0,7.0,22.0,4.0,10.5,5.214285714285714,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,3.0,4.0,1.0,7.0,2.0,-27.5,-0.47,0.0,0.0,0.0,0.0,-5.26,1.0,0.0,0.0,0.0,-3.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,5.51,0.21,-0.1,1.63,0.3,-6.07,0.1,0.01,2.83,0.0,-0.97,1.39,0.52,-0.02,0.06,0.12,0.02,-0.13,0.27,-0.02,0.0,0.52,-0.02,-0.13,0.27
30,Ebola czar calls White House's move an 'outrage' CNN Trump to talk coronavirus in just 2nd White House briefing room visit New York Post Trump: Coronavirus Poses 'Very Low' Risk To Americans | NBC News NBC News Trump says coronavirus could affect economic gro…,"The deadly outbreak of a novel coronavirus has raised concern worldwide but it has not developed yet into a full-blown pandemic, according to the World Health Organization. Here's why.",0.0,217.0,44.0,7.0,29.0,1.0,44.0,4.931818181818182,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,61.0,15.0,1.0,21.0,-2.0,29.5,-0.45,0.0,0.0,0.0,0.0,-13.79,9.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,9.0,0.0,0.0,-1.0,6.77,0.55,-0.06,2.14,0.26,-5.34,0.09,0.01,2.28,0.0,-1.01,1.22,0.73,-0.02,0.05,0.12,0.04,-0.13,0.25,-0.02,0.0,0.73,-0.02,-0.13,0.25
31,Analyst: This is a four-alarm fire CNN Trump Says He’s Doing ‘Incredible Job’ Handling Coronavirus Bloomberg Trump downplays fears of coronavirus spread in news conference Washington Post Trump to talk coronavirus in just 2nd White House briefing room visit N…,"The first US study of a drug to treat the novel coronavirus is underway, the National Institutes of Health said Tuesday, as a  federal health officials warned that the virus will eventually begin spreading in US communities.",0.0,221.0,40.0,5.0,28.0,1.0,40.0,5.525,0.0,20.0,0.0,0.0,2.5,33.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,34.0,3.0,-2.0,15.0,-1.0,3.0,0.47,0.0,5.71,0.0,0.0,-2.91,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,8.07,0.75,-0.09,2.59,0.22,-4.77,0.1,0.01,2.39,0.0,-1.04,1.14,0.89,-0.02,0.05,0.11,0.06,-0.13,0.23,-0.02,0.0,0.89,-0.02,-0.13,0.23
32,Markets not buying Trump administration is ready for coronavirus | Don Lemon CNN Donald Trump Blames Media Coverage Of Coronavirus For Dow Jones Drop Deadline Trump downplays fears of coronavirus spread in news conference Washington Post Trump is reportedly '…,Jerome Adams writes that Americans should take comfort in knowing that we have the best team in the world to protect them from coronavirus,0.0,221.0,40.0,4.0,27.0,1.0,40.0,5.525,0.0,50.0,0.0,2.5,2.5,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,106.0,16.0,-2.0,20.0,0.0,16.0,0.73,0.0,50.0,0.0,-10.0,2.5,14.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,14.0,0.0,-1.0,-1.0,9.29,0.93,-0.15,2.98,0.18,-4.24,0.1,0.01,3.4,0.0,-0.99,1.07,1.01,-0.02,0.05,0.11,0.05,-0.13,0.21,-0.02,0.0,1.01,-0.02,-0.13,0.21
33,"'Way Too Early' to Say If COVID-19 Has Peaked After Coronavirus Cases Drop, WHO Says QuickTake by Bloomberg Coronavirus outbreak: Fall in new cases raises hope in China KRON4 ARIRANG NEWS [LIVE] : China's Hubei Province reports huge jump in new coronavirus ca…","President Donald Trump brought to his office voluble disdain for his White House predecessors, Congress, the Federal Reserve and the executive branch itself.",0.0,218.0,43.0,4.0,30.0,1.0,43.0,5.069767441860465,0.0,0.0,0.0,0.0,2.3255813953488373,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,83.0,20.0,3.0,16.0,-1.0,20.0,-0.8,0.0,0.0,0.0,0.0,-2.02,17.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,17.0,0.0,0.0,-2.0,10.36,1.19,-0.21,3.43,0.15,-3.65,0.09,0.01,2.88,0.0,-1.02,0.99,1.24,-0.02,0.04,0.1,0.03,-0.13,0.19,-0.02,0.0,1.24,-0.02,-0.13,0.19
34,"Infectious disease expert Dr. Dena Grayson joins Yahoo Finance’s Seana Smith on The Ticker to discuss the differences between the coronavirus and Ebola and how Senate passing an emergency bill is a ""very important first step"" in combatting the virus.","The number of deaths from the Wuhan coronavirus had risen to over 1,000 by Tuesday morning, as experts from the World Health Organization (WHO) arrived in China to assist with controlling the epidemic.",0.0,211.0,40.0,6.0,19.0,3.0,20.0,5.275,0.0,16.666666666666664,0.0,2.5,5.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,42.0,7.0,1.0,6.0,1.0,-13.0,0.15,0.0,16.67,0.0,2.5,1.97,9.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,11.16,1.35,-0.2,3.54,0.17,-3.76,0.09,0.01,2.87,0.0,-0.98,0.99,1.43,-0.02,0.04,0.1,0.02,-0.13,0.17,-0.02,0.0,1.43,-0.02,-0.13,0.17
35,"An experimental Gilead Sciences antiviral drug prevented disease and reduced the severity of symptoms in monkeys infected with Middle East Respiratory Syndrome (MERS),  an infection closely related to the fast-spreading coronavirus that originated in China, a…",Millions of people across China are heading back to work after the Lunar New Year break turned into an extended quarantine due to the Wuhan coronavirus.,0.0,224.0,36.0,5.0,16.0,1.0,36.0,6.222222222222222,0.0,0.0,0.0,0.0,11.11111111111111,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,97.0,10.0,2.0,5.0,-1.0,10.0,1.34,0.0,-33.33,0.0,-3.85,7.26,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,12.28,1.39,-0.22,3.57,0.14,-3.41,0.12,0.01,2.4,0.0,-1.01,1.17,1.56,-0.02,0.04,0.09,0.01,-0.13,0.16,-0.02,0.0,1.56,-0.02,-0.13,0.16
