,Text,Reference,Label,# of Characters,# of Words,# of Verbs,# of Noun,# of Sentence,Average # of Words per Sentence,Average # of Characters per Words,# of Question Marks,% of Subjective Verbs,% of Passive Voice,% of Positive Words,% of Negative Words,# of Unique Wrods/Terms,# of Misspelled Words,# of Causation Terms,% of generalizing terms,% of # and quantifiers,1st person pronouns,2nd and 3rd person pronouns,Exclusive term,# of exclamation marks,Lexical,Singular pronouns(1st person),Group ref pronouns(1st person),2nd 3rd pronouns,# of Characters- sub,# of Words- sub,# of Verbs- sub,# of Noun- sub,# of Sentence- sub,Average # of Words per Sentence- sub,Average # of Characters per Words- sub,# of Question Marks- sub,% of Subjective Verbs- sub,% of Passive Voice- sub,% of Positive Words- sub,% of Negative Words- sub,# of Unique Wrods/Terms- sub,# of Misspelled Words- sub,# of Causation Terms- sub,% of generalizing terms- sub,% of # and quantifiers- sub,1st person pronouns- sub,2nd and 3rd person pronouns- sub,Exclusive term- sub,# of exclamation marks- sub,Lexical- sub,Singular pronouns(1st person)- sub,Group ref pronouns(1st person)- sub,2nd 3rd pronouns- sub,# of Characters- avg sub,# of Words- avg sub,# of Verbs- avg sub,# of Noun- avg sub,# of Sentence- avg sub,Average # of Words per Sentence- avg sub,Average # of Characters per Words- avg sub,# of Question Marks- avg sub,% of Subjective Verbs- avg sub,% of Passive Voice- avg sub,% of Positive Words- avg sub,% of Negative Words- avg sub,# of Unique Wrods/Terms- avg sub,# of Misspelled Words- avg sub,# of Causation Terms- avg sub,% of generalizing terms- avg sub,% of # and quantifiers- avg sub,1st person pronouns- avg sub,2nd and 3rd person pronouns- avg sub,Exclusive term- avg sub,# of exclamation marks- avg sub,Lexical- avg sub,Singular pronouns(1st person)- avg sub,Group ref pronouns(1st person)- avg sub,2nd 3rd pronouns- avg sub
54,"Boris Schlossberg, managing director of FX strategy at BK Asset Management, was into Match this Valentine's Day.","Google has shared bird's-eye-view images of some of Earth's most stunning landscapes from space for years now, and it just released its largest update to its Google Earth View collection with 1,000 new images.",1.0,96.0,17.0,2.0,11.0,2.0,17.0,5.647058823529412,0.0,50.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,-80.0,-17.0,-1.0,-1.0,0.0,-17.0,0.47,0.0,50.0,0.0,-2.94,0.0,-11.0,0.0,0.0,-2.0,-1.0,0.0,-3.0,0.0,0.0,-11.0,0.0,0.0,-3.0,-7.05,-1.87,0.15,-0.17,0.07,-1.36,0.03,0.01,0.42,0.0,-0.76,0.64,-2.12,-0.03,-0.03,-0.01,-0.45,-0.06,-0.15,0.0,0.0,-2.12,-0.04,-0.12,-0.15
55,"As a teenage boy, Elon Musk felt a ""personal obligation"" for the fate of mankind, according to ""Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future"" by Ashlee Vance. And Musk shared the book that inspired this ""obligation.""","At Texas Green Plumbing, a residential plumbing company in Dallas, the setup resembles a traditional workplace: a reception area, several offices and a training space. But one room has been transformed into a home-made studio decked out with a microphone, vid…",1.0,195.0,40.0,4.0,18.0,3.0,13.666666666666666,4.875,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,-25.0,-1.0,-1.0,1.0,1.0,-6.83,-0.49,0.0,-20.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,-6.23,-1.68,0.14,-0.04,0.08,-1.48,0.03,0.01,0.14,0.0,-0.8,0.61,-2.02,-0.03,-0.03,-0.01,-0.45,-0.06,-0.16,0.0,0.0,-2.02,-0.04,-0.12,-0.16
56,"The much maligned co-founder and ex-CEO of WeWork, Adam Neumann, is selling his six-bedroom New York City apartment for $37.5 million. The 7,880 square-foot penthouse has three floors and a roof deck.","Reshma Saujani of Girls Who Code explains why she always talks about legendary NASA mathematician Katherine Johnson to young girls: Johnson gave us a new perspective on our planet, a view of earth from space. And she gave us a new perspective on ourselves: on…",1.0,169.0,32.0,4.0,13.0,4.0,11.0,5.28125,0.0,25.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,28.0,0.0,0.0,1.0,-47.0,-13.0,0.0,-5.0,2.0,-11.5,0.48,0.0,25.0,0.0,-2.22,0.0,2.0,0.0,0.0,-1.0,4.0,0.0,-1.0,0.0,0.0,2.0,0.0,-3.0,-1.0,-5.89,-1.63,0.12,-0.01,0.11,-1.64,0.03,0.01,0.31,0.0,-0.83,0.57,-1.95,-0.03,-0.03,-0.01,-0.39,-0.06,-0.16,0.0,0.0,-1.95,-0.04,-0.12,-0.16
57,"U.S. stock futures were pointing to a sharp decline for the Dow at Friday's open, in a wild week that saw blue chips come out of correction and then back in.","NASA astronaut Christina Koch returned to Earth last Thursday after a record-breaking 328 days in space, the longest single spaceflight by a woman. The first thing she did was relish the special aspects of home, like reuniting with her dog, eating her favorit…",1.0,127.0,31.0,4.0,9.0,4.0,10.666666666666666,4.096774193548387,0.0,25.0,0.0,3.225806451612903,6.451612903225806,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,-91.0,-12.0,-2.0,-5.0,2.0,-10.83,-0.97,0.0,8.33,0.0,-1.43,6.45,-8.0,0.0,0.0,0.0,-1.0,0.0,-5.0,0.0,0.0,-8.0,0.0,0.0,-5.0,-6.29,-1.59,0.11,-0.04,0.14,-1.81,0.01,0.01,0.47,0.0,-0.81,0.65,-1.87,-0.03,-0.03,-0.01,-0.39,-0.06,-0.17,0.0,0.0,-1.87,-0.04,-0.12,-0.17
59,"There is no one-size-fits-all template for a resume that will guarantee a job interview. But there is one major message that every resume should illustrate: ""This is how I made things better for my employers.""","Richard Branson's Virgin Galactic is orbiting high above the rest of Wall Street. Virgin Galactic shares soared nearly 20% Tuesday, putting them on track for their seventh straight day of gains. The stock is now up a stunning 205% so far in 2020.",1.0,175.0,35.0,8.0,8.0,3.0,12.0,5.0,0.0,37.5,0.0,5.714285714285714,0.0,24.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,24.0,2.0,0.0,0.0,-29.0,-8.0,3.0,-9.0,-1.0,-2.33,0.26,0.0,-2.5,0.0,1.06,0.0,-11.0,0.0,-1.0,0.0,-2.0,1.0,-2.0,0.0,0.0,-11.0,2.0,0.0,-2.0,-5.5,-1.48,0.19,-0.13,0.17,-2.1,0.02,0.01,0.58,0.0,-0.73,0.59,-1.78,-0.03,-0.03,-0.02,-0.35,-0.05,-0.17,0.0,0.0,-1.78,-0.01,-0.12,-0.17
60,Top moments from this week on Power Lunch including one stock going galactic...,"With drawer organizers, shelving units, garment racks and more, Wayfair's new Dotted Line is about to make transforming (and organizing) your home easier than ever.",1.0,67.0,13.0,2.0,5.0,2.0,13.0,5.153846153846154,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,-73.0,-12.0,-2.0,-4.0,0.0,-12.0,-0.45,0.0,-25.0,0.0,-4.0,0.0,-12.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,-12.0,0.0,0.0,-1.0,-6.86,-1.75,0.14,-0.23,0.17,-2.21,0.02,0.01,0.32,0.0,-0.77,0.56,-1.97,-0.04,-0.03,-0.02,-0.34,-0.05,-0.18,0.0,0.0,-1.97,-0.01,-0.12,-0.18
62,Capital One announced it won a bid to open the company's first-ever airport lounge at Dulles Airport (IAD) in Washington D.C. next year. Here's what we know so far.,Country music stars are giving back to the city their genre calls home.,1.0,136.0,29.0,5.0,11.0,5.0,7.5,4.689655172413793,0.0,0.0,0.0,3.4482758620689653,0.0,29.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,29.0,0.0,1.0,1.0,77.0,16.0,2.0,5.0,3.0,-5.5,0.15,0.0,-33.33,0.0,3.45,0.0,16.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,-8.19,-1.96,0.14,-0.35,0.2,-2.6,0.01,0.01,0.06,0.0,-0.73,0.52,-2.05,-0.03,-0.01,-0.02,-0.31,-0.03,-0.17,0.0,0.0,-2.05,-0.01,-0.1,-0.17
63,"NASA's satellite images illustrate the concentration of nitrogen dioxide gas over China, from the Lunar New Year to late February. The ""dramatic drop-off"" is due to the quarantines and business closures in China, experts say.","Mariam Kamara's sustainability-minded approach to design, blending contemporary and traditional influences, that have earned her acclaim and accolades.",1.0,191.0,35.0,4.0,18.0,3.0,17.5,5.457142857142857,0.0,25.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,57.0,17.0,0.0,12.0,1.0,-0.5,-1.99,0.0,25.0,0.0,-11.11,0.0,12.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,12.0,0.0,0.0,-2.0,-7.51,-1.87,0.13,-0.23,0.21,-2.63,0.02,0.01,0.22,0.0,-0.77,0.49,-1.99,-0.04,-0.01,-0.02,-0.32,-0.03,-0.18,0.0,0.0,-1.99,-0.01,-0.1,-0.18
64,"If you invested in Domino's at IPO, you'd have beaten Alphabet, the parent company of Google. Here's how much money you'd have if you invested $1,000 in either company when they went public in 2004.","Between sticky notes, pens and notebooks, it's too easy to have a cluttered desk. So we asked experts for their tips (and favorite products) for making things neat again.",1.0,164.0,35.0,9.0,8.0,3.0,17.5,4.685714285714286,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,22.0,0.0,0.0,2.0,22.0,6.0,5.0,0.0,0.0,3.0,-0.21,0.0,0.0,0.0,-10.34,-3.45,-5.0,0.0,0.0,0.0,2.0,-1.0,1.0,0.0,0.0,-5.0,0.0,-1.0,1.0,-7.27,-1.77,0.19,-0.28,0.22,-2.66,0.01,0.01,-0.02,0.0,-0.8,0.46,-2.02,-0.04,-0.01,-0.02,-0.3,-0.03,-0.16,0.0,0.0,-2.02,-0.01,-0.1,-0.16
65,"One stock is out of this world in 2020. Virgin Galactic has rocketed nearly 200% higher this year, outpacing even Tesla's 105% rally for the title of hottest stock on the market.","Delta Air Lines CEO Ed Bastian added a bit of fuel to the great seat recline debate on Friday. In an interview on CNBC, Bastian said that he thinks passenger have a right to recline, but the polite thing to do is ""ask if it's OK first.""",1.0,147.0,32.0,4.0,12.0,3.0,16.0,4.59375,0.0,25.0,0.0,3.125,0.0,24.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,-43.0,-15.0,-4.0,-5.0,0.0,0.0,0.55,0.0,12.5,0.0,-3.26,0.0,-12.0,0.0,0.0,0.0,4.0,0.0,-1.0,0.0,0.0,-12.0,0.0,0.0,-1.0,-7.3,-1.73,0.18,-0.26,0.23,-2.7,0.0,0.0,0.13,0.0,-0.78,0.44,-2.03,-0.04,-0.02,-0.03,-0.24,-0.03,-0.17,0.0,0.0,-2.03,-0.01,-0.1,-0.17
66,Tesla has piqued the interest of professional and retail traders alike as they try to capitalize on the electric car maker's wild swings.,"Build your own home gym today with this TRX Suspension Training System, now on sale in Amazon's Gold Box.",1.0,115.0,23.0,4.0,6.0,2.0,23.0,5.0,0.0,0.0,0.0,0.0,4.3478260869565215,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,28.0,4.0,3.0,-5.0,0.0,4.0,0.42,0.0,0.0,0.0,0.0,4.35,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,-1.0,-7.8,-1.82,0.16,-0.33,0.22,-2.65,0.0,0.0,-0.1,0.0,-0.82,0.48,-2.07,-0.04,-0.02,-0.03,-0.25,-0.03,-0.17,0.0,0.0,-2.07,-0.01,-0.1,-0.17
67,"Despite the ongoing technology revolution, business leaders aren't most concerned with helping workers learn emerging tech skills.","It's not often you find a MacBook Pro marked down more than a few hundred dollars, but right now, B&H is taking $600 off the 2017 MacBook Pro.",1.0,114.0,17.0,4.0,7.0,2.0,17.0,6.705882352941177,0.0,0.0,0.0,5.88235294117647,5.88235294117647,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,-1.0,-11.0,-1.0,0.0,0.0,-11.0,2.6,0.0,-20.0,0.0,2.31,5.88,-7.0,0.0,0.0,0.0,-3.0,0.0,-1.0,0.0,0.0,-7.0,0.0,0.0,-1.0,-8.3,-1.99,0.15,-0.38,0.21,-2.68,0.02,0.0,-0.32,0.0,-0.76,0.54,-2.18,-0.04,-0.02,-0.01,-0.26,-0.03,-0.18,0.0,0.0,-2.18,-0.01,-0.1,-0.18
68,Sparta Science's partnership with the NFL helps the league collect data on players at the Scouting Combine which can be used to predict and prevent future injuries.,"Hidden away in a dead-end alley, The Misanthrope Society is a quirky addition to Taipei's bar scene that serves up creative cocktails, black humor and a dislike of humankind.",1.0,138.0,27.0,6.0,11.0,2.0,27.0,5.111111111111111,0.0,16.666666666666664,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,-8.0,-2.0,4.0,-1.0,0.0,-2.0,0.08,0.0,-33.33,0.0,-6.9,-3.45,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,-8.44,-2.02,0.17,-0.38,0.2,-2.56,0.02,0.0,-0.3,0.0,-0.79,0.51,-2.18,-0.04,-0.02,-0.02,-0.26,-0.03,-0.19,0.0,0.0,-2.18,-0.01,-0.1,-0.19
69,"U.S. stock futures, in a highly volatile overnight session, were actually pointing to a steady Wall Street open Wednesday.","Riot Games, the video game studio behind one of the world's biggest PC games, ""League of Legends,"" is revealing more details about its first shooter game.",1.0,104.0,19.0,2.0,7.0,4.0,6.666666666666667,5.473684210526316,0.0,50.0,0.0,5.263157894736842,5.263157894736842,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,-25.0,-7.0,0.0,-6.0,2.0,-19.33,0.51,0.0,0.0,0.0,5.26,5.26,-5.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-5.0,0.0,0.0,-1.0,-9.07,-2.16,0.12,-0.43,0.22,-2.74,0.03,0.0,0.2,0.0,-0.74,0.56,-2.28,-0.04,-0.02,-0.02,-0.27,-0.03,-0.2,0.0,0.0,-2.28,-0.01,-0.1,-0.2
70,"According to John Sculley, who served as Apple's CEO from 1983 to 1993 and currently serves as chairman of pharmacy benefit management company RxAdvance, low prices and the convenience of providing healthcare at a well-known location is going to cause a 'cons…","Risk Takers, a special series by CNN Business, spotlights 20 strategic bets designed to push global business forward.",1.0,219.0,42.0,7.0,15.0,1.0,42.0,5.214285714285714,0.0,14.285714285714285,0.0,7.142857142857142,0.0,31.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,119.0,24.0,4.0,8.0,-1.0,24.0,-0.34,0.0,14.29,0.0,7.14,0.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,-8.05,-1.97,0.15,-0.37,0.2,-2.42,0.03,0.0,0.19,0.0,-0.67,0.53,-2.18,-0.04,-0.0,-0.02,-0.25,-0.03,-0.21,0.0,0.0,-2.18,-0.01,-0.1,-0.21
71,"In addition to complying with safety guidelines from sources such as the Centers for Disease Control and Prevention, experts say these are some of the ways employers can support their workers amid the coronavirus outbreak.","The complete guide to American Express Centurion Lounges, including which airports have them, how to get in and a look at the new LAX location.",1.0,188.0,35.0,5.0,14.0,2.0,35.0,5.371428571428571,0.0,20.0,0.0,2.857142857142857,2.857142857142857,32.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,32.0,0.0,0.0,1.0,69.0,10.0,2.0,5.0,0.0,10.0,0.61,0.0,20.0,0.0,2.86,2.86,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,1.0,-7.49,-1.88,0.15,-0.32,0.2,-2.2,0.03,0.0,0.25,0.0,-0.66,0.55,-2.07,-0.04,-0.01,-0.01,-0.25,-0.03,-0.2,0.0,0.0,-2.07,-0.01,-0.1,-0.2
72,"If your airline cancels your flight, your employer restricts business travel or an organization cancels its scheduled conference, your decision about whether to travel will be made for you. But if you're in the wait-and-see mode or decide to pack your bags an…",Fast food chains are rushing to launch meatless and plant-based options. Not Dunkin' Donuts.,1.0,218.0,43.0,10.0,11.0,2.0,21.5,5.069767441860465,0.0,10.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,30.0,0.0,0.0,6.0,139.0,29.0,7.0,5.0,-1.0,14.5,-0.57,0.0,-23.33,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,16.0,0.0,0.0,6.0,-6.54,-1.69,0.22,-0.32,0.19,-2.18,0.03,0.0,0.18,0.0,-0.69,0.52,-1.99,-0.04,-0.01,-0.01,-0.26,-0.03,-0.13,0.0,0.0,-1.99,-0.01,-0.1,-0.13
73,"Bryce Dishongh bought his first home, a $140,000 condo in Austin, Texas, in 2017 and renovated the entire place himself. But he spends the majority of his time renting it out on Airbnb and living in the solar-powered camper he built in the back of his truck.","This is a prime opportunity to give our children — both girls and boys — a toy, book or game that pays tributes to the brave ladies who have changed the world.",1.0,212.0,47.0,5.0,14.0,3.0,23.5,4.51063829787234,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,30.0,0.0,0.0,6.0,84.0,15.0,-3.0,4.0,1.0,-8.5,0.51,0.0,-12.5,0.0,-3.12,0.0,6.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,6.0,0.0,-1.0,6.0,-5.7,-1.45,0.22,-0.28,0.19,-2.13,0.02,-0.0,-0.03,0.0,-0.72,0.5,-1.91,-0.04,-0.01,-0.01,-0.24,-0.03,-0.05,0.0,0.0,-1.91,-0.01,-0.11,-0.05
74,"Saving the first few dollars are quick and easy. But once you hit your 30s, generating the amount of income you need to retire early will only get harder and harder.","When it comes to home décor, nothing is more important than a good sofa. And these 12 picks aren't just beloved by Wayfair shoppers, but all cost less than $800.",1.0,135.0,31.0,8.0,3.0,3.0,15.5,4.354838709677419,0.0,12.5,0.0,3.225806451612903,0.0,25.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,25.0,0.0,0.0,3.0,3.0,1.0,3.0,-4.0,0.0,0.5,-0.05,0.0,-7.5,0.0,-6.77,0.0,-3.0,0.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0,-3.0,0.0,0.0,2.0,-5.9,-1.43,0.26,-0.38,0.2,-2.18,0.01,-0.0,-0.07,0.0,-0.71,0.47,-1.9,-0.04,-0.01,0.0,-0.23,-0.03,-0.02,0.0,0.0,-1.9,-0.01,-0.11,-0.02
75,"While Americans work roughly 25% longer than their European peers, residents in some parts of the U.S. lead the pack. Here is a list of the 10 hardest-working cities in America.","The nine-ounce MoonArk will be attached to a small lunar rover so that one day it may be picked up by lunar explorers sometime in the future. It was developed by faculty at Carnegie Mellon University, along with collaborators from around the world.",1.0,147.0,31.0,3.0,10.0,5.0,8.0,4.741935483870968,0.0,33.33333333333333,0.0,6.451612903225806,0.0,24.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,24.0,0.0,0.0,1.0,-59.0,-12.0,-5.0,-3.0,2.0,-13.5,-0.05,0.0,-4.17,0.0,6.45,0.0,-11.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,-11.0,0.0,0.0,0.0,-5.94,-1.4,0.24,-0.39,0.23,-2.33,0.01,-0.0,0.17,0.0,-0.65,0.45,-1.9,-0.04,-0.01,0.01,-0.21,-0.03,-0.02,0.0,0.0,-1.9,-0.01,-0.11,-0.02
76,"The market for flying cars, or electric air taxis, is expected to continue growth this decade, soaring to $1.5 trillion globally by 2040, according to a Morgan Stanley Research study.","The flight was supposed to be quick and painless. Instead, it turned into what one passenger described as a painful assault -- and a lightning rod for what constitutes proper airline etiquette.",1.0,154.0,30.0,6.0,10.0,3.0,15.5,5.133333333333334,0.0,16.666666666666664,0.0,0.0,0.0,27.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,-8.0,-2.0,0.0,3.0,0.0,-0.5,0.07,0.0,-16.67,0.0,-6.25,-6.25,1.0,0.0,0.0,0.0,2.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,-5.89,-1.4,0.25,-0.4,0.24,-2.39,0.01,-0.0,0.19,0.0,-0.68,0.43,-1.87,-0.04,-0.01,0.01,-0.18,-0.04,-0.03,0.0,0.0,-1.87,-0.01,-0.11,-0.03
77,What are the best credit cards for remodeling a home? We analyzed popular credit cards using an average American's annual spending budget and dug into each card's perks and drawbacks to find out.,"The essence of masculinity is at the center of a new exhibition at London's Barbican Art Gallery, showcasing diverse images of male lives from the 1950s to the present.",1.0,163.0,33.0,5.0,11.0,2.0,16.5,4.9393939393939394,1.0,20.0,0.0,6.0606060606060606,3.0303030303030303,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,23.0,4.0,3.0,1.0,0.0,-12.5,0.11,1.0,-30.0,0.0,6.06,3.03,6.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,-5.72,-1.35,0.25,-0.39,0.23,-2.42,0.01,0.01,0.25,0.0,-0.63,0.45,-1.83,-0.04,-0.01,0.01,-0.19,-0.04,-0.04,0.0,0.0,-1.83,-0.02,-0.11,-0.04
78,"Residents of Moria, a village on the Greek island of Lesvos — a holding station for refugees from the Middle East and Africa seeking asylum in the EU — are fearing their safety as living conditions deteriorate and crime escalates due to a backlog of cases and…","From SD cards and network attached storage drives to internal SSD drives, Amazon is discounting practically every kind of storage device you can think of, for one day only.",1.0,214.0,47.0,6.0,22.0,1.0,47.0,4.553191489361702,0.0,16.666666666666664,0.0,0.0,4.25531914893617,34.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,34.0,0.0,0.0,1.0,70.0,18.0,1.0,10.0,-1.0,18.0,-0.41,0.0,-3.33,0.0,0.0,4.26,7.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,-4.92,-1.13,0.26,-0.25,0.21,-2.07,-0.0,0.01,0.26,0.0,-0.66,0.48,-1.71,-0.04,-0.01,0.01,-0.19,-0.04,-0.03,0.0,0.0,-1.71,-0.02,-0.11,-0.03
79,"In Finland, the cost of giving birth is next to nothing. In the U.S., recent studies suggest that the out-of-pocket spending for maternity care costs $4,500 on average, meanwhile maternal mortality rates are increasing. Here, experts explain the broader impli…","One hundred floors up, and 1,100 feet in the air, Edge has built-in bragging rights: It is, after all, the highest outdoor observation deck in the Western Hemisphere. Take that One World Observatory and Willis Tower.",1.0,221.0,40.0,7.0,14.0,5.0,8.4,5.525,0.0,28.57142857142857,0.0,0.0,0.0,34.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,40.0,4.0,2.0,0.0,2.0,-9.6,0.5,0.0,28.57,0.0,0.0,0.0,7.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,-4.04,-1.0,0.29,-0.21,0.24,-2.21,0.0,0.01,0.42,0.0,-0.69,0.46,-1.59,-0.04,-0.01,0.01,-0.19,-0.04,-0.04,0.0,0.0,-1.59,-0.02,-0.11,-0.04
80,"Hundreds of thousands of people fleeing a Russian-backed Syrian offensive are being squeezed into ever smaller areas near Turkey's border ""under horrendous conditions"" in freezing temperatures that are killing babies and young children, the UN humanitarian ch…","You could be exposed to dangerous chemicals from tobacco via thirdhand smoke, which comes from the bodies or clothing of smokers even if they are not actively smoking, a new study says.",1.0,224.0,37.0,7.0,13.0,1.0,37.0,6.054054054054054,0.0,28.57142857142857,0.0,0.0,13.513513513513514,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,70.0,5.0,0.0,5.0,-1.0,5.0,1.24,0.0,0.0,0.0,0.0,7.26,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,-3.15,-0.91,0.31,-0.18,0.23,-2.0,0.02,0.01,0.58,0.0,-0.72,0.6,-1.49,-0.04,-0.01,0.0,-0.19,-0.04,-0.05,0.0,0.0,-1.49,-0.02,-0.11,-0.05
81,"The red carpet is out, the votes are tallied and the stars are gathering in Hollywood for the 92nd annual Academy Awards. Here's a quick catch-up about this year's show.",Photographer Kyle Weeks wants to help re-write preconceived narratives about African men by focusing on young creatives.,1.0,140.0,30.0,6.0,9.0,3.0,15.0,4.666666666666667,0.0,50.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,36.0,13.0,2.0,3.0,1.0,-2.0,-1.45,0.0,50.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,-3.31,-0.91,0.32,-0.21,0.23,-2.06,0.01,0.01,1.0,0.0,-0.74,0.58,-1.49,-0.04,-0.01,0.0,-0.19,-0.04,-0.06,0.0,0.0,-1.49,-0.02,-0.11,-0.06
82,"Employees at Port Alberni’s only aquarium say the space is vital to providing education in the community, in the midst of climate change. But it's Board of Directors says it only has a month left before it'll close.",UK firm Beemcar has signed an agreement to develop driverless pods that would operate above the city traffic.,1.0,178.0,38.0,10.0,13.0,3.0,19.0,4.684210526315789,0.0,10.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.0,0.0,0.0,1.0,86.0,20.0,5.0,6.0,1.0,1.0,-0.43,0.0,10.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,1.0,-3.0,-0.81,0.38,-0.18,0.24,-2.07,0.0,0.01,0.93,0.0,-0.77,0.56,-1.43,-0.04,-0.01,0.0,-0.19,-0.04,-0.06,0.0,0.0,-1.43,-0.02,-0.11,-0.06
83,"Indigenous youth entering their third straight day gathered on the steps of the B.C. Legislature repeated a series of demands Wednesday, saying they will continue to hold the space at least until the calls are met.","One surefire way to know that spring is fast approaching? Tons of outdoor furniture, decor and more are now on sale at Wayfair.",1.0,179.0,36.0,9.0,10.0,4.0,12.333333333333334,4.972222222222222,0.0,11.11111111111111,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,0.0,0.0,1.0,74.0,13.0,5.0,2.0,2.0,0.83,0.41,-1.0,-38.89,0.0,-4.35,0.0,7.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,-2.69,-0.74,0.43,-0.19,0.25,-2.16,0.0,0.01,0.87,0.0,-0.79,0.53,-1.37,-0.04,-0.01,-0.0,-0.2,-0.04,-0.05,0.0,0.0,-1.37,-0.02,-0.11,-0.05
